[1] NCTID: NCT03899961, PMID: 34745566, PMCID: 8561611
[821] NCTID: NCT05038904, PMID: 37384412, PMCID: 10425211
[822] NCTID: NCT05005351, PMID: 37382794, PMCID: 10867073
[823] NCTID: NCT04059484, PMID: 37348019, PMCID: 10461947
[824] NCTID: NCT03565900, PMID: 37338158, PMCID: 10573722
[825] NCTID: NCT04956575, PMID: 37336877, PMCID: 10279702
[826] NCTID: NCT02506192, PMID: 37319244, PMCID: 10270619
[827] NCTID: NCT03813108, PMID: 37024868, PMCID: 10079489
[828] NCTID: NCT05367492, PMID: 37009114, PMCID: 10050714
[829] NCTID: NCT03847896, PMID: 37003355, PMCID: 11898224
[830] NCTID: NCT03217136, PMID: 37000942, PMCID: 10259210
[831] NCTID: NCT03894969, PMID: 36974988, PMCID: 10078133
[832] NCTID: NCT03987451, PMID: 36934740, PMCID: 10792518
[833] NCTID: NCT03890120, PMID: 36922785, PMCID: 10015541
[834] NCTID: NCT03433755, PMID: 36802321, PMCID: 9942644
[835] NCTID: NCT04029883, PMID: 36697048, PMCID: 9884869
[836] NCTID: NCT03230838, PMID: 36689671, PMCID: 9990597
[837] NCTID: NCT04115488, PMID: 36689214, PMCID: 9871944
[838] NCTID: NCT04839146, PMID: 36681093, PMCID: 9848408
[839] NCTID: NCT01877382, PMID: 36669146, PMCID: 10022862
[840] NCTID: NCT05477186, PMID: 39422261, PMCID: 11492660
[841] NCTID: NCT02658656, PMID: 39230903, PMCID: 11375472
[842] NCTID: NCT03515837, PMID: 39173098, PMCID: 11608596
[843] NCTID: NCT03747939, PMID: 39164067, PMCID: 12056586
[844] NCTID: NCT04571944, PMID: 39150711, PMCID: 11329875
[845] NCTID: NCT05568797, PMID: 39099085, PMCID: 11478588
[846] NCTID: NCT05420961, PMID: 39082735, PMCID: 11650886
[847] NCTID: NCT04489888, PMID: 39038265, PMCID: 11361359
[848] NCTID: NCT05559476, PMID: 38981954, PMCID: 11266338
[849] NCTID: NCT03918642, PMID: 38869899, PMCID: 11177167
[850] NCTID: NCT03562195, PMID: 38770009, PMCID: 11103715
[851] NCTID: NCT03281291, PMID: 38723650, PMCID: 11339203
[852] NCTID: NCT05756075, PMID: 38713508, PMCID: 11109858
[853] NCTID: NCT03833427, PMID: 38483782, PMCID: 11164811
[854] NCTID: NCT03372460, PMID: 38446471, PMCID: 10918574
[855] NCTID: NCT03473925, PMID: 38324085, PMCID: 11076327
[856] NCTID: NCT04886596, PMID: 38314063, PMCID: 10837780
[857] NCTID: NCT04533737, PMID: 38300408, PMCID: 10891028
[858] NCTID: NCT04886596, PMID: 38253338, PMCID: 11175669
[859] NCTID: NCT02278562, PMID: 38178557, PMCID: 10834322
